meter_id,time_stamp,record_status,total_energy_tot_imp_wh,total_energy_tot_exp_wh,total_energy_tot_imp_va,total_energy_tot_exp_va
2025-01-01 00:30:00,BESS_01,0.0,1.064
2025-01-01 00:30:00,BESS_02,0.0,1.187
2025-01-01 00:30:00,BESS_03,0.0,1.465
2025-01-01 00:30:00,BESS_04,0.0,2.204
2025-01-01 00:30:00,SOLAR_01,0.0,4.245
2025-01-01 00:30:00,SOLAR_02,0.0,4.864
2025-01-01 00:30:00,SOLAR_03,0.0,4.805
2025-01-01 00:30:00,SOLAR_04,0.0,3.678
2025-01-01 00:30:00,SELF_01,1.674,0.0
2025-01-01 00:30:00,GRID_01,0.0,21.839
2025-01-01 00:30:00,DEST_01,21.403,0.0
2025-01-01 01:00:00,BESS_01,0.0,3.802
2025-01-01 01:00:00,BESS_02,0.0,3.705
2025-01-01 01:00:00,BESS_03,0.0,2.785
2025-01-01 01:00:00,BESS_04,0.0,4.049
2025-01-01 01:00:00,SOLAR_01,0.0,7.356
2025-01-01 01:00:00,SOLAR_02,0.0,7.725
2025-01-01 01:00:00,SOLAR_03,0.0,9.859
2025-01-01 01:00:00,SOLAR_04,0.0,6.087
2025-01-01 01:00:00,SELF_01,3.244,0.0
2025-01-01 01:00:00,GRID_01,0.0,42.125
2025-01-01 01:00:00,DEST_01,41.284,0.0
2025-01-01 01:30:00,BESS_01,0.0,5.49
2025-01-01 01:30:00,BESS_02,0.0,5.234
2025-01-01 01:30:00,BESS_03,0.0,3.872
2025-01-01 01:30:00,BESS_04,0.0,5.968
2025-01-01 01:30:00,SOLAR_01,0.0,9.856
2025-01-01 01:30:00,SOLAR_02,0.0,13.415
2025-01-01 01:30:00,SOLAR_03,0.0,12.174
2025-01-01 01:30:00,SOLAR_04,0.0,9.26
2025-01-01 01:30:00,SELF_01,5.187,0.0
2025-01-01 01:30:00,GRID_01,0.0,60.082
2025-01-01 01:30:00,DEST_01,58.88,0.0
2025-01-01 02:00:00,BESS_01,0.0,7.213
2025-01-01 02:00:00,BESS_02,0.0,6.619
2025-01-01 02:00:00,BESS_03,0.0,5.011
2025-01-01 02:00:00,BESS_04,0.0,8.291
2025-01-01 02:00:00,SOLAR_01,0.0,14.948
2025-01-01 02:00:00,SOLAR_02,0.0,19.355
2025-01-01 02:00:00,SOLAR_03,0.0,17.596
2025-01-01 02:00:00,SOLAR_04,0.0,14.726
2025-01-01 02:00:00,SELF_01,6.757,0.0
2025-01-01 02:00:00,GRID_01,0.0,87.001
2025-01-01 02:00:00,DEST_01,85.262,0.0
2025-01-01 02:30:00,BESS_01,0.0,9.882
2025-01-01 02:30:00,BESS_02,0.0,7.944
2025-01-01 02:30:00,BESS_03,0.0,6.721
2025-01-01 02:30:00,BESS_04,0.0,10.631
2025-01-01 02:30:00,SOLAR_01,0.0,19.755
2025-01-01 02:30:00,SOLAR_02,0.0,24.09
2025-01-01 02:30:00,SOLAR_03,0.0,19.881
2025-01-01 02:30:00,SOLAR_04,0.0,19.265
2025-01-01 02:30:00,SELF_01,8.558,0.0
2025-01-01 02:30:00,GRID_01,0.0,109.611
2025-01-01 02:30:00,DEST_01,107.421,0.0
2025-01-01 03:00:00,BESS_01,0.0,11.806
2025-01-01 03:00:00,BESS_02,0.0,9.484
2025-01-01 03:00:00,BESS_03,0.0,9.572
2025-01-01 03:00:00,BESS_04,0.0,13.007
2025-01-01 03:00:00,SOLAR_01,0.0,22.634
2025-01-01 03:00:00,SOLAR_02,0.0,27.387
2025-01-01 03:00:00,SOLAR_03,0.0,24.955
2025-01-01 03:00:00,SOLAR_04,0.0,21.489
2025-01-01 03:00:00,SELF_01,10.791,0.0
2025-01-01 03:00:00,GRID_01,0.0,129.543
2025-01-01 03:00:00,DEST_01,126.953,0.0
2025-01-01 03:30:00,BESS_01,0.0,13.608
2025-01-01 03:30:00,BESS_02,0.0,10.616
2025-01-01 03:30:00,BESS_03,0.0,12.398
2025-01-01 03:30:00,BESS_04,0.0,15.142
2025-01-01 03:30:00,SOLAR_01,0.0,27.505
2025-01-01 03:30:00,SOLAR_02,0.0,30.237
2025-01-01 03:30:00,SOLAR_03,0.0,28.952
2025-01-01 03:30:00,SOLAR_04,0.0,27.028
2025-01-01 03:30:00,SELF_01,12.755,0.0
2025-01-01 03:30:00,GRID_01,0.0,152.732
2025-01-01 03:30:00,DEST_01,149.68,0.0
2025-01-01 04:00:00,BESS_01,0.0,14.888
2025-01-01 04:00:00,BESS_02,0.0,13.106
2025-01-01 04:00:00,BESS_03,0.0,14.476
2025-01-01 04:00:00,BESS_04,0.0,17.636
2025-01-01 04:00:00,SOLAR_01,0.0,31.219
2025-01-01 04:00:00,SOLAR_02,0.0,34.571
2025-01-01 04:00:00,SOLAR_03,0.0,32.4
2025-01-01 04:00:00,SOLAR_04,0.0,33.017
2025-01-01 04:00:00,SELF_01,13.963,0.0
2025-01-01 04:00:00,GRID_01,0.0,177.351
2025-01-01 04:00:00,DEST_01,173.807,0.0
2025-01-01 04:30:00,BESS_01,0.0,17.399
2025-01-01 04:30:00,BESS_02,0.0,15.828
2025-01-01 04:30:00,BESS_03,0.0,15.782
2025-01-01 04:30:00,BESS_04,0.0,18.956
2025-01-01 04:30:00,SOLAR_01,0.0,35.941
2025-01-01 04:30:00,SOLAR_02,0.0,38.957
2025-01-01 04:30:00,SOLAR_03,0.0,35.939
2025-01-01 04:30:00,SOLAR_04,0.0,37.401
2025-01-01 04:30:00,SELF_01,15.665,0.0
2025-01-01 04:30:00,GRID_01,0.0,200.538
2025-01-01 04:30:00,DEST_01,196.532,0.0
2025-01-01 05:00:00,BESS_01,0.0,19.506
2025-01-01 05:00:00,BESS_02,0.0,18.713
2025-01-01 05:00:00,BESS_03,0.0,18.142
2025-01-01 05:00:00,BESS_04,0.0,20.185
2025-01-01 05:00:00,SOLAR_01,0.0,41.48
2025-01-01 05:00:00,SOLAR_02,0.0,43.961
2025-01-01 05:00:00,SOLAR_03,0.0,41.013
2025-01-01 05:00:00,SOLAR_04,0.0,40.762
2025-01-01 05:00:00,SELF_01,17.105,0.0
2025-01-01 05:00:00,GRID_01,0.0,226.657
2025-01-01 05:00:00,DEST_01,222.13,0.0
2025-01-01 05:30:00,BESS_01,0.0,20.512
2025-01-01 05:30:00,BESS_02,0.0,21.157
2025-01-01 05:30:00,BESS_03,0.0,20.582
2025-01-01 05:30:00,BESS_04,0.0,23.129
2025-01-01 05:30:00,SOLAR_01,0.0,46.528
2025-01-01 05:30:00,SOLAR_02,0.0,47.991
